Average X, Average Y, Average Z, Number of Peaks X, Number of Peaks Y, Number of Peaks Z, Average Slope X, Average Slope Y, Average Slope Z, Average XY, Average XZ, Average YZ , Activity
-250.4,984.8,-169.6,4,4,6,-90.35689035,54.82640314,-127.1399236,-1235.2,-80.8,1154.4,Inactive
-348.8,944,-203.2,3,3,5,-16.46590838,5.099694795,19.96796497,-1292.8,-145.6,1147.2,Inactive
-21.6,865.6,-271.2,1,6,5,1152.944582,-1598.218933,-310.1337714,-887.2,249.6,1136.8,Raise Arm
728.8,-463.2,-529.6,3,5,4,289.798134,110.8003517,453.9939945,1192,1258.4,66.4,Combing Hair
563.4285714,-446.8571429,-109.7142857,5,3,2,-440.4273021,960.8528792,1090.458134,1010.285714,673.1428571,-337.1428571,Combing Hair
-269.6,910.4,-416.8,3,5,3,86.98608946,167.2701875,39.26912141,-1180,147.2,1327.2,Drawing
-289.6,907.2,-428,5,5,5,-75.85910326,-8.162790103,-93.71336329,-1196.8,138.4,1335.2,Drawing
-327.2,892.8,-432.8,5,4,5,83.04193094,71.32659818,-282.2559654,-1220,105.6,1325.6,Drawing
-308.8,836.8,-484.8,3,3,6,32.63859617,-69.48450687,-239.9460894,-1145.6,176,1321.6,Drawing
-316,910.4,-377.6,4,5,6,-106.3302689,-93.83691875,-47.55498838,-1226.4,61.6,1288,Drawing
-320,907.2,-444.8,5,5,5,16.66655342,156.1871594,97.85670538,-1227.2,124.8,1352,Drawing
-313.6,901.6,-395.2,6,4,3,163.0221977,17.7638991,-232.5187917,-1215.2,81.6,1296.8,Drawing
-306.4,908,-335.2,5,5,5,-59.41190566,-94.34452974,-114.6142113,-1214.4,28.8,1243.2,Drawing
-321.6,916.8,-345.6,3,4,5,27.5576584,207.4403983,762.790403,-1238.4,24,1262.4,Drawing
-333.6,928,-288.8,6,4,4,-171.0974342,-27.66626082,-45.77159367,-1261.6,-44.8,1216.8,Drawing
-340.8,921.6,-360,3,4,4,22.56702939,-45.64359652,-10.32585882,-1262.4,19.2,1281.6,Drawing
-337.6,921.6,-308,5,4,5,-101.9466579,-22.5662361,2.073637428,-1259.2,-29.6,1229.6,Drawing
-327.2,940,-247.2,2,5,3,160.3875547,-277.2999477,216.2299871,-1267.2,-80,1187.2,Drawing
-248,924,-388,1,1,2,8.42178095,57.95141138,-204.495883,-1172,140,1312,Drawing
